x,y,service_request_id,service_request_parent_id,sap_notification_number,date_requested,case_age_days,case_record_type,service_name,service_name_detail,date_closed,status,lat,lng,street_address,zipcode,council_district,comm_plan_code,comm_plan_name,park_name,case_origin,referred,iamfloc,floc,public_description,ObjectId
-117.0566464,32.59161902,4916257,,,2024/09/05 15:29:00+00,107,Parks & Recreation,Encampment,,2024/12/21,Closed,32.59161902,-117.0566464,"Unnamed Road, Chula Vista, CA 91911, USA",91911,,,,OTAY VALLEY REGIONAL PARK,GID Field,,,,,43570
-117.1597815,32.71249954,4916269,,,2024/09/05 15:33:00+00,18,Neighborhood Policing,Encampment,,2024/09/23,Closed,32.71249954,-117.1597815,669 Fifth Ave,92101,3,4,Downtown,,Mobile,,SS-011676-PV1,SS-011676-PV1,"Chronic unhoused individual that always sleeps on the south side of G between 5th and 6th, also she always refuses to relocate the area",43571
-117.0738192,32.74783636,4916276,4913357,,2024/09/05 15:36:00+00,7,ESD Complaint/Report,Encampment,,2024/09/12,Closed,32.74783636,-117.0738192,1635 Chollas Parkway,92115,9,57,Mid-City:Eastern Area,,Mobile,,SS-007160-PV1,SS-007160-PV1,Homeless Encampment - Out Reach Needed,43572
-117.060197,32.76307311,4916277,,,2024/09/05 15:37:00+00,5,Neighborhood Policing,Encampment,,2024/09/10,Closed,32.76307311,-117.060197,4759 Seminole Dr,92115,9,57,Mid-City:Eastern Area,CLAY NP,Mobile,,SS-024752-PV1,SS-024752-PV1,Dog and puppies in basketball court.,43573
-117.0720807,32.74843127,4916286,4913407,,2024/09/05 15:38:00+00,15,Neighborhood Policing,Encampment,,2024/09/20,Closed,32.74843127,-117.0720807,University Square Shopping Center,92115,9,57,Mid-City:Eastern Area,,Mobile,,SS-001380-PV1,SS-001380-PV1,These 2 guys have been out here for few days. I get to the gym at 5am and seen them sitting through their belongings couple days ago.,43574
-117.164634,32.71604475,4916287,,,2024/09/05 15:38:00+00,0,Neighborhood Policing,Encampment,,2024/09/05,Closed,32.71604475,-117.164634,"1046 Front St, San Diego, CA 92101, USA",92101,3,4,Downtown,,Web,,SS-011586-PV1,SS-011586-PV1,"This group of people are living just outside the LAZ parking garage. They have been here 24/7 for the past two weeks, and are using the bathroom here and drinking here. Many Court staff park at this garage and the situation is insanitary and potentially unsafe for those of us trying to walk to work.",43575
-117.1636127,32.71671591,4916293,4914224,,2024/09/05 15:40:00+00,4,Neighborhood Policing,Encampment,,2024/09/09,Closed,32.71671591,-117.1636127,"147 C St, San Diego, CA 92101, USA",92101,3,4,Downtown,,Web,,SS-005214-PV1,SS-005214-PV1,"The corner of 1st & C. This group has had camp here the last few weeks and have been told by the police to come over to this side of the street to live. They defecate all over the sidewalks and have created a health and safety hazard for pedestrians and a liability for the city. Why do you leave business owners and workers to fend for themselves in an unsafe environment where the only people who have rights are the ones who willfully infringe on others with no respect, remorse and feel entitled to scare and intimidate. This is disgusting. These individuals have not moved for 6 weeks despite my receiving emails that they were not located.",43576
-117.1335331,32.9080384,4916305,4888574,,2024/09/05 15:44:00+00,41,Neighborhood Policing,Encampment,,2024/10/16,Closed,32.9080384,-117.1335331,"10443 Isleworth Ave, San Diego, CA 92126, USA",92126,6,15,Mira Mesa,,Web,,SS-014315-PV1,SS-014315-PV1,50 year old white male living out of his silver sedan ca/6hcc478.,43577
-117.1582454,32.71424677,4916313,4897846,,2024/09/05 15:49:00+00,0,Neighborhood Policing,Encampment,,2024/09/05,Closed,32.71424677,-117.1582454,701 E St,92101,3,4,Downtown,,Mobile,,SS-000249-PV1,SS-000249-PV1,To many homeless people doing drugs outside the building and making camp,43578
-117.1809583,32.88014327,4916327,,,2024/09/05 15:54:00+00,21,Neighborhood Policing,Encampment,,2024/09/26,Closed,32.88014327,-117.1809583,6216 Marindustry Drive,92121,6,99,University,,Mobile,,SS-017522-PV1,SS-017522-PV1,Encampment... live animals locked in the camper,43579
-117.152636,32.70829979,4915556,4915335,,2024/09/04 21:55:00+00,12,Neighborhood Policing,Encampment,,2024/09/16,Closed,32.70829979,-117.152636,1347 K St,92101,3,4,Downtown,,Mobile,,SS-014817-PV1,SS-014817-PV1,Encampment. Open drug use. Fighting each other and yelling at pedestrians,43580
-117.1827484,32.8806216,4916332,,,2024/09/05 15:57:00+00,21,Neighborhood Policing,Encampment,,2024/09/26,Closed,32.8806216,-117.1827484,"8447 Miramar Mall b, San Diego, CA 92121, USA",92121,6,99,University,,Web,,,,"One vehicle with one occupant, that has made himself a campground on the edge of the canyon.  He has been told to leave the area and he just moved down the road,  No one from ATEL has allowed him to be there.",43581
-117.2088178,32.7885863,4916338,4898545,,2024/09/05 15:58:00+00,18,Neighborhood Policing,Encampment,,2024/09/23,Closed,32.7885863,-117.2088178,2540 East Mission Bay Drive,92109,2,17,Mission Bay Park,MISSION BAY PARK,Mobile,,,,"Homeless woman living in disabled car refuses help from the police. She lives in her car in the parking lot off Mission Bay Drive south of the old information center. She is violating the 72 hours parking law, and the car needs to be towed since it is inoperable.",43582
-117.1722904,32.83434152,4916356,4900239,,2024/09/05 16:04:00+00,26,ESD Complaint/Report,Encampment,,2024/10/01,Referred,32.83434152,-117.1722904,5592 Clairemont Mesa Boulevard,92117,2,6,Clairemont Mesa,,Mobile,This report has been referred to Caltrans San Diego at ct.public.information.d11@dot.ca.gov,SS-035661-PV1,SA-002933-PV1,Encampment,43583
-117.1483859,32.7089072,4916377,4871698,,2024/09/05 16:14:00+00,21,Neighborhood Policing,Encampment,,2024/09/26,Closed,32.7089072,-117.1483859,349 17th St,92101,3,4,Downtown,,Mobile,,SS-000437-PV1,SS-000437-PV1,Homeless encampment at the J street and 17th street 5 on ramp. It?s only a matter of time before someone runs over the bums living on the on ramp. Move em on.,43584
-117.0967722,32.58790371,4916389,,,2024/09/05 16:19:00+00,83,Parks & Recreation,Encampment,,2024/11/27,Closed,32.58790371,-117.0967722,"1801 Boundary Ave, San Diego, CA 92154, USA",92154,8,25,Otay Mesa-Nestor,OTAY VALLEY REGIONAL PARK,GID Field,,,,,43585
-117.1621272,32.72037928,4916392,4864049,,2024/09/05 16:20:00+00,1,Neighborhood Policing,Encampment,,2024/09/06,Closed,32.72037928,-117.1621272,1420 Third Ave,92101,3,4,Downtown,,Mobile,,SS-000091-PV1,SS-000091-PV1,RE: #04912330,43586
-117.1081565,32.75336045,4916414,,,2024/09/05 16:27:00+00,15,Neighborhood Policing,Encampment,,2024/09/20,Referred,32.75336045,-117.1081565,4211 Central Ave,92105,9,56,Mid-City:City Heights,,Mobile,,SS-030737-PV1,SS-030737-PV1,Homeless encampment across from parka and school,43587
-117.2498119,32.79777639,4916430,,,2024/09/05 16:32:00+00,23,Neighborhood Policing,Encampment,,2024/09/28,Closed,32.79777639,-117.2498119,1105 Garnet Ave,92109,1,27,Pacific Beach,,Mobile,,SS-011881-PV1,SS-011881-PV1,Person with pants down. Black hair black jacket,43588
-117.1553326,32.72012376,4916453,,,2024/09/05 16:41:00+00,5,Neighborhood Policing,Encampment,,2024/09/10,Referred,32.72012376,-117.1553326,"1012 Ash St, San Diego, CA 92101, USA",92101,3,4,Downtown,,Web,This report has been referred to Caltrans San Diego at ct.public.information.d11@dot.ca.gov,SS-038517-PV1,,Homeless are back and setting up camp in the undeveloped  area between 10th and 11th. North of the San Diego Downtown Lodge. Last night someone had a small fire going.,43589
-117.1613493,32.73643905,4916456,4899556,,2024/09/05 16:42:00+00,4,Neighborhood Policing,Encampment,,2024/09/09,Closed,32.73643905,-117.1613493,Maple Canyon Open Space,92103,3,42,Uptown,,Mobile,,SS-000117-PV1,SS-000117-PV1,Homeless,43590
-117.100555,32.77948298,4916460,,,2024/09/05 16:45:00+00,14,Neighborhood Policing,Encampment,,2024/09/19,Closed,32.77948298,-117.100555,I-8 W,92120,7,20,Navajo,,Mobile,,SS-002307-PV1,SS-002307-PV1,"Homeless encampment at bend of road, with debris flowing into road occasionally",43591
-117.1575201,32.7110964,4916486,4912600,,2024/09/05 16:56:00+00,8,Neighborhood Policing,Encampment,,2024/09/13,Closed,32.7110964,-117.1575201,534 Eighth Ave,92101,3,4,Downtown,,Mobile,,SS-000272-PV1,SS-000272-PV1,Homeless man fighting with his shopping cart in 8th Avenue. Screaming and threatening pedestrians.,43592
-117.1862806,32.74111406,4916493,4893972,,2024/09/05 16:58:00+00,20,ESD Complaint/Report,Encampment,,2024/09/25,Closed,32.74111406,-117.1862806,Pacific Hwy,92140,2,14,Midway-Pacific Highway,,Mobile,,SS-020952-PV1,SS-020952-PV1,Huge homeless camp tons of trash,43593
-117.2166346,32.79615191,4916496,,,2024/09/05 16:59:00+00,18,Neighborhood Policing,Encampment,,2024/09/23,Closed,32.79615191,-117.2166346,"De Anza Bay Dr, San Diego, CA 92109, USA",92109,2,17,Mission Bay Park,MISSION BAY PARK,Web,,,,"Get IT DONE! Tow all those 78 illegally inhabited campers, vans, cars, RVs squatting for 3 MONTHS now at De Anza Cove Mission Bay! Some of them dump raw SEWAGE in the gutter there which pours into Mission Bay! They all have trash piles and some sell drugs there! Most are NOT San Diegans! OUT OF STATE scofflaws! It has been REPORTED daily on GID by several people, with early morning pictures of the illegally inhabited vehicles, and NOTHING has been DONE! Contact mayortoddgloria@sandiego.gov 619-236-6330 TODAY! And ALL 9 City Council members offices TODAY!",43594
-117.0359662,32.7202492,4916505,,,2024/09/05 17:06:00+00,31,Neighborhood Policing,Encampment,,2024/10/06,Closed,32.7202492,-117.0359662,1464 Shipley Ct,92114,4,44,Skyline-Paradise Hills,,Mobile,,,,"Dismantle, blocking, illegal parking",43595
-117.1601395,32.72305926,4916518,4907455,,2024/09/05 17:09:00+00,25,Neighborhood Policing,Encampment,,2024/09/30,Closed,32.72305926,-117.1601395,1717 Fifth Ave,92101,3,42,Uptown,,Mobile,,SS-000191-PV1,SS-000191-PV1,5th Ave at  I-5 overpass,43596
-117.1602848,32.71982053,4916540,,,2024/09/05 17:17:00+00,2,Neighborhood Policing,Encampment,,2024/09/07,Closed,32.71982053,-117.1602848,1360 Fifth Ave,92101,3,4,Downtown,,Mobile,,SS-000176-PV1,SS-000176-PV1,Ash and 5th,43597
-117.1618261,32.7084364,4916542,4902816,,2024/09/05 17:17:00+00,15,Neighborhood Policing,Encampment,,2024/09/20,Closed,32.7084364,-117.1618261,310 K St,92101,3,4,Downtown,,Mobile,,SS-000099-PV1,SS-000099-PV1,How is this acceptable?,43598
-117.1635725,32.7166298,4916548,4914224,,2024/09/05 17:20:00+00,4,Neighborhood Policing,Encampment,,2024/09/09,Closed,32.7166298,-117.1635725,"147 C St, San Diego, CA 92101, USA",92101,3,4,Downtown,,Web,,SS-005214-PV1,SS-005214-PV1,"This group of people are living just outside the LAZ parking garage. They have been here 24/7 for the past two weeks, and are using the bathroom here and drinking here. Many Court staff park at this garage and the situation is insanitary and potentially unsafe for those of us trying to walk to work. I submitted this report earlier this morning but I had the address being incorrect of front street. I have included a google maps photo of the location as it's a difficult spot to pin point on the map.",43599
-117.2133011,32.78886196,4916553,,,2024/09/05 17:22:00+00,29,Neighborhood Policing,Encampment,,2024/10/04,Closed,32.78886196,-117.2133011,"1391 FIESTA ISLAND RD, San Diego, CA 92109, USA",92109,2,17,Mission Bay Park,MISSION BAY PARK,Mobile,,,,Illegal over night camping,43600
-117.1601206,32.72322677,4916559,4894799,,2024/09/05 17:25:00+00,10,Neighborhood Policing,Encampment,,2024/09/15,Closed,32.72322677,-117.1601206,1717 Fifth Avenue,92101,3,42,Uptown,,Mobile,,SS-000173-PV1,SS-000173-PV1,"Homeless encampment across the street from a school. Blocking access to sidewalk; forcing pedestrians on to street.",43601
-117.1081347,32.75063814,4916570,4915468,,2024/09/05 17:31:00+00,6,Neighborhood Policing,Encampment,,2024/09/11,Referred,32.75063814,-117.1081347,4063 Polk Avenue,92105,9,56,Mid-City:City Heights,,Mobile,,,,Trash all over the place,43602
-117.1155291,32.80009857,4916592,,,2024/09/05 17:40:00+00,6,Neighborhood Policing,Encampment,,2024/09/11,Closed,32.80009857,-117.1155291,Daley Center Dr,92123,7,50,Kearny Mesa,,Mobile,,SS-008638-PV1,SS-008638-PV1,Illegal parking,43603
-117.1256753,32.75580186,4916597,,,2024/09/05 17:42:00+00,5,Neighborhood Policing,Encampment,,2024/09/10,Closed,32.75580186,-117.1256753,3154 El Cajon Boulevard,92104,3,28,North Park,,Mobile,,SS-004703-PV1,SS-004703-PV1,Homeless camp,43604
-117.1601934,32.71036804,4916636,,,2024/09/05 17:54:00+00,11,Neighborhood Policing,Encampment,,2024/09/16,Closed,32.71036804,-117.1601934,480 Fifth Ave,92101,3,4,Downtown,,Mobile,,SS-014276-PV1,SS-014276-PV1,"Is it illegal to litter? Yes. Is it illegal to loiter? Yes. Is it illegal to disturb the peace? Yes. Is it illegal to be publicly intoxicated? Yes. Is it illegal to camp on sidewalks? According to Governor Newsom, yes.  Why is it acceptable for the homeless to do so on a daily basis? You tell me.",43605
-117.1502886,32.71058916,4916653,,,2024/09/05 18:01:00+00,11,Neighborhood Policing,Encampment,,2024/09/16,Closed,32.71058916,-117.1502886,540 16th St,92101,3,4,Downtown,,Mobile,,SS-000402-PV1,SS-000402-PV1,Caucasian female with an encampment,43606
-117.1661494,32.8799662,4916658,,,2024/09/05 18:04:00+00,57,Neighborhood Policing,Encampment,,2024/11/01,Closed,32.8799662,-117.1661494,"8440 Production Ave, San Diego, CA 92121, USA",92121,6,15,Mira Mesa,,Web,,,,"We have had this truck and trailer with boat attached for over 2 weeks with vagrants and homless frequenting the boat.  We have come into our property and seen beer cans, drug parafenalia, and used canisters of narcan littered around the front of our property as well as near and around the boat and truck. We are requesting that the vehicle and the inhabitants be removed away from our property.",43607
-117.1484297,32.70897481,4916665,4871698,,2024/09/05 18:11:00+00,21,Neighborhood Policing,Encampment,,2024/09/26,Closed,32.70897481,-117.1484297,349 17th St,92101,3,4,Downtown,,Mobile,,SS-000437-PV1,SS-000437-PV1,Illegal encampment,43608
-117.1600065,32.72523301,4916673,,,2024/09/05 18:12:00+00,5,Neighborhood Policing,Encampment,,2024/09/10,Closed,32.72523301,-117.1600065,1911 Fifth Ave,92101,3,42,Uptown,,Mobile,,SS-011136-PV1,SS-011136-PV1,Homeless encampment at NE corner of Fifth at Fir / homeless on both frontages,43609
-117.146684,32.7458166,4916674,,,2024/09/05 18:13:00+00,1,Neighborhood Policing,Encampment,,2024/09/06,Closed,32.7458166,-117.146684,"3741 Park Blvd, San Diego, CA 92103, USA",92103,3,28,North Park,,Web,,SS-034182-PV1,SA-001433-PV1,Someone is camping out in front of our property because it is vacant.,43610
-117.2310783,32.81243074,4916677,,,2024/09/05 18:14:00+00,24,Neighborhood Policing,Encampment,,2024/09/29,Closed,32.81243074,-117.2310783,"5085 Pendleton St, San Diego, CA 92109, USA",92109,1,27,Pacific Beach,,Web,,SS-021587-PV1,SS-021587-PV1,"Someone has been living in a trailer for over a week. They have an aggressive sounding dog and have left trash around the trailer, all over the sidewalk, etc. Various cars have visited which makes it seem like there is possible drug activity.",43611
-117.2088929,32.78862492,4916683,4898545,,2024/09/05 18:17:00+00,18,Neighborhood Policing,Encampment,,2024/09/23,Closed,32.78862492,-117.2088929,2540 East Mission Bay Drive,92109,2,17,Mission Bay Park,MISSION BAY PARK,Mobile,,,,Homeless Individual with Broken Down Vehicle in handicap parking. Could possibly use a tow,43612
-117.1012098,32.7434288,4916695,,,2024/09/05 18:22:00+00,49,Neighborhood Policing,Encampment,,2024/10/24,Closed,32.7434288,-117.1012098,3596 Fairmount Ave,92105,9,56,Mid-City:City Heights,,Mobile,,SS-010801-PV1,SS-010801-PV1,Reoccurring encampment at Murphys Supermarket,43613
-117.1310997,32.74769903,4916705,,,2024/09/05 18:28:00+00,9,Neighborhood Policing,Encampment,,2024/09/14,Closed,32.74769903,-117.1310997,3812 29th Street,92104,3,28,North Park,,Mobile,,SS-000610-PV1,SS-000610-PV1,Encampment,43614
-117.223562,32.75356716,4916708,4901899,,2024/09/05 18:29:00+00,58,Neighborhood Policing,Encampment,,2024/11/02,Closed,32.75356716,-117.223562,4109 W Point Loma Blvd,92110,2,30,Peninsula,,Mobile,,SS-006943-PV1,SS-006943-PV1,homeless person with a ton of trash. smells bad leaking into our apartment.,43615
-117.2104899,32.7618041,4916741,,,2024/09/05 18:39:00+00,41,Neighborhood Policing,Encampment,,2024/10/16,Closed,32.7618041,-117.2104899,"871 Sea World Dr., San Diego, CA 92109, USA",92109,2,17,Mission Bay Park,MISSION BAY PARK,Web,,SS-035637-PV1,SA-002909-PV1,"I am reaching out to bring to your attention a serious issue in our area. There are individuals, some of whom have admitted to being violent sexual predators, living in vehicles such as vans, cars, RVs, and tents. The situation is escalating, and the lack of enforcement is concerning.This area is located directly next to a habitat preserve, and the current situation poses a threat to both public safety and the environment. I urge the city to take immediate action to restore safety and protect our natural spaces.Thank you for your prompt response and attention to this issue.",43616
-117.1665848,32.72283418,4916757,,,2024/09/05 18:45:00+00,18,Neighborhood Policing,Encampment,,2024/09/23,Closed,32.72283418,-117.1665848,1668 State St,92101,3,4,Downtown,,Mobile,,SS-025575-PV1,SS-025575-PV1,At the address of 16 1610 skate Street there is a man loitering on the corner. He is there a lot. He refuses to relocate please come and clear him.,43617
-117.208327,32.78455612,4916759,,,2024/09/05 18:45:00+00,13,Neighborhood Policing,Encampment,,2024/09/18,Closed,32.78455612,-117.208327,1990?2226 E Mission Bay Dr,92109,2,17,Mission Bay Park,MISSION BAY PARK,Mobile,,SS-009756-PV1,SS-009756-PV1,WEEK 2. Encampment behind two City metal storage containers near I-5. E Mission Bay Dr. East side of E Mission Bay Dr opposite Playa II.,43618
-117.2519451,32.75028711,4916770,,,2024/09/05 18:49:00+00,19,Neighborhood Policing,Encampment,,2024/09/24,Closed,32.75028711,-117.2519451,5101?5199 Saratoga Ave,92107,2,23,Ocean Beach,,Mobile,,SS-034290-PV1,SA-001541-PV1,Homeless are hanging clothes on our railings loitering on our private property,43619
-117.1618365,32.71244779,4916774,4915171,,2024/09/05 18:51:00+00,11,Neighborhood Policing,Encampment,,2024/09/16,Closed,32.71244779,-117.1618365,333 G St,92101,3,4,Downtown,,Mobile,,SS-011680-PV1,SS-011680-PV1,"There?s a homeless camping on third and G they?re being harassing the senior citizens that live in Horton Plaza they can no longer do the morning walk in for the reasons. Drug activity, dogs without the leash, aggressive behavior. At this moment they left all the belongings to go somewhere else and drink. They come back and set up there Tent again we need law enforcement to relocated the from here",43620
-117.1028592,32.7491939,4916776,4907114,,2024/09/05 18:51:00+00,37,Neighborhood Policing,Encampment,,2024/10/12,Closed,32.7491939,-117.1028592,"3875 Van Dyke Ave, San Diego, CA 92105, USA",92105,9,56,Mid-City:City Heights,,Web,,SS-035244-PV1,SA-002507-PV1,Homeless lady is mentally unstable and committing sexual acts in a small tent she made of tarp right in front of the property. 3 men are loitering right next to her tent distributing drugs. There are small kids in the area. This has been going on for over 3 months now.,43621
-117.1502685,32.71058822,4916791,4889532,,2024/09/05 19:01:00+00,11,Neighborhood Policing,Encampment,,2024/09/16,Closed,32.71058822,-117.1502685,540 16th St,92101,3,4,Downtown,,Mobile,,SS-000402-PV1,SS-000402-PV1,"Women screaming the ?N? word, open drug use, cars getting damage, items being thrown at people. Woman threatening with racial hate and being people?s lives. Called 911. She?s still there. Please, for the safety of our kids, especially the black community, REMOVE THIS RACIST WOMAN!!",43622
-117.1813817,32.90209706,4916816,,,2024/09/05 19:19:00+00,31,Neighborhood Policing,Encampment,,2024/10/06,Closed,32.90209706,-117.1813817,"9987 Huennekens St, San Diego, CA 92121, USA",92121,6,15,Mira Mesa,,Web,,SS-013842,SS-013842,A trailer has been parked in front of our office for over a week.  There is a guy living inside and he comes out in his underwear.  It is very unsightly and also a safety aspect for our employees especially when one leaves work later in the evening.   It is a Coleman Trailer.,43623
-117.1613609,32.73652135,4916820,4899556,,2024/09/05 19:22:00+00,4,Neighborhood Policing,Encampment,,2024/09/09,Closed,32.73652135,-117.1613609,3002 Fourth Ave,92103,3,42,Uptown,,Mobile,,SS-000117-PV1,SS-000117-PV1,Growing encampment. Reported several times.,43624
-117.15496,32.71639432,4916823,,,2024/09/05 19:23:00+00,13,Neighborhood Policing,Encampment,,2024/09/18,Closed,32.71639432,-117.15496,1050 Eleventh Avenue,92101,3,4,Downtown,,Mobile,,SS-000333-PV1,SS-000333-PV1,Homeless encampment,43625
-117.1630129,32.72057009,4916844,4896484,,2024/09/05 19:36:00+00,6,ESD Complaint/Report,Encampment,,2024/09/11,Closed,32.72057009,-117.1630129,1450 Second Ave,92101,3,4,Downtown,,Mobile,,SS-000056-PV1,SS-000056-PV1,Please clear out 1450 2nd Ave. There?s many tents. The issue is that when they are cleared they go around the corner. So please clear 100 Beech street as well.,43626
-117.1920319,32.76492546,4916848,,,2024/09/05 19:37:00+00,20,Neighborhood Policing,Encampment,,2024/09/25,Closed,32.76492546,-117.1920319,5580 Friars Rd,92110,7,12,Linda Vista,SILVER TERRACE MP,Mobile,,,,Multiple homeless individuals living behind the bushes at the park. Using the area for daily needs (urine / etc),43627
-117.1009583,32.7158108,4916875,,,2024/09/05 19:52:00+00,8,Neighborhood Policing,Encampment,,2024/09/13,Closed,32.7158108,-117.1009583,936 44th St,92102,4,11,Encanto Neighborhoods,,Mobile,,SS-001063-PV1,SS-001063-PV1,Illegal San Diego city neighborhood CAMPING - scammed the officers that signed report off- they & the other RV?s moved down the street & back!,43628
-117.1238122,32.75320946,4916881,4893737,,2024/09/05 19:55:00+00,7,Neighborhood Policing,Encampment,,2024/09/12,Referred,32.75320946,-117.1238122,4192 33rd Street,92104,9,56,Mid-City:City Heights,,Mobile,This report has been referred to Caltrans San Diego at ct.public.information.d11@dot.ca.gov,SS-020604-PV1,SS-020604-PV1,Encampment,43629
-117.1655764,32.72010157,4916891,,,2024/09/05 20:04:00+00,34,Neighborhood Policing,Encampment,,2024/10/09,Closed,32.72010157,-117.1655764,1401 Union St,92101,3,4,Downtown,,Mobile,,SS-027101-PV1,SS-027101-PV1,There?s a camp on the 1400 block Union street. The transient is named candy Campbell. It on the SE corner of Union and ash.,43630
-117.1491378,32.707558,4916898,4886123,,2024/09/05 20:10:00+00,25,Neighborhood Policing,Encampment,,2024/09/30,Closed,32.707558,-117.1491378,"205 16th St, San Diego, CA 92101, USA",92101,3,4,Downtown,,Web,,SS-000424-PV1,SS-000424-PV1,These drug addicts have a child in a stroller that appears to be about 3 years old. They're all sitting around doing drugs.,43631
-117.1646856,32.72323298,4916903,,,2024/09/05 20:15:00+00,4,Neighborhood Policing,Encampment,,2024/09/09,Closed,32.72323298,-117.1646856,"200 W Date St, San Diego, CA 92101, USA",92101,3,4,Downtown,,Web,,SS-011579-PV1,SS-011579-PV1,"There is a growing homeless encampment where the Front Street and 2nd Street diverge after exit from the 5 Freeway South.  This area was previously cleared, but now the encampment is growing again.  There is considerable trash scattered about the area.  Please clear this area and escort the homeless to the many available shelters.",43632
-117.1800967,32.74053542,4916908,,,2024/09/05 20:17:00+00,1,ESD Complaint/Report,Encampment,,2024/09/06,Referred,32.74053542,-117.1800967,", San Diego, CA 92101",92101,2,14,Midway-Pacific Highway,,Mobile,This report has been referred to Caltrans San Diego at ct.public.information.d11@dot.ca.gov,SS-015186,SS-015186,"Homeless camp. rocks, drug needles, trash being thrown down onto the street hitting cars and people.",43633
-117.2363818,32.74035183,4916930,4893169,,2024/09/05 20:31:00+00,18,Neighborhood Policing,Encampment,,2024/09/23,Closed,32.74035183,-117.2363818,2009 Catalina Boulevard,92107,2,30,Peninsula,,Mobile,,SS-006688-PV1,SS-006688-PV1,26 days now.  This is not acceptable by any rational standard.,43634
-117.1601129,32.72256595,4916932,4915549,,2024/09/05 20:32:00+00,19,Neighborhood Policing,Encampment,,2024/09/24,Referred,32.72256595,-117.1601129,1611 Fifth Ave,92101,3,4,Downtown,,Mobile,This report has been referred to Caltrans San Diego at ct.public.information.d11@dot.ca.gov,SS-000191-PV1,SS-000191-PV1,Homeless camp on the bridge,43635
-117.1541589,32.71776289,4916934,4897832,,2024/09/05 20:34:00+00,10,Neighborhood Policing,Encampment,,2024/09/15,Closed,32.71776289,-117.1541589,1166 Park Blvd,92101,3,4,Downtown,,Mobile,,SS-003297-PV1,SS-003297-PV1,Homeless encampment and open air drug use next to high school and college. Blocking sidewalks and have dogs unleashed. All men and very dangerous for young women and minors to walk to and from bus stop and trolley station.,43636
-117.1591127,32.72386069,4916935,4890108,,2024/09/05 20:35:00+00,1,Neighborhood Policing,Encampment,,2024/09/06,Referred,32.72386069,-117.1591127,1752?1778 Sixth Ave,92101,3,1,Balboa Park,,Mobile,This report has been referred to Caltrans San Diego at ct.public.information.d11@dot.ca.gov,SS-000233-PV1,SS-000233-PV1,Another homeless camping spot,43637
-117.1548325,32.71639627,4916940,4916823,,2024/09/05 20:36:00+00,13,Neighborhood Policing,Encampment,,2024/09/18,Closed,32.71639627,-117.1548325,1150 11th Ave,92101,3,4,Downtown,,Mobile,,SS-000333-PV1,SS-000333-PV1,Unable to safely pass on side walk. Openly smoking crack and have live animals around.,43638
-117.1548,32.71630977,4916941,,,2024/09/05 20:36:00+00,13,Neighborhood Policing,Encampment,,2024/09/18,Closed,32.71630977,-117.1548,1030 11th Ave,92101,3,4,Downtown,,Mobile,,SS-000333-PV1,SS-000333-PV1,Large encampment just for today right on the sidewalk,43639
-117.1546279,32.71745397,4916943,,,2024/09/05 20:37:00+00,34,Neighborhood Policing,Encampment,,2024/10/09,Closed,32.71745397,-117.1546279,1155 11th Ave,92101,3,4,Downtown,,Mobile,,SS-000332-PV1,SS-000332-PV1,Homeless leaving trash and sleeping on bus benches. Aggressive if sat next to.,43640
-117.1246134,32.75559463,4916948,4895520,,2024/09/05 20:38:00+00,11,Neighborhood Policing,Encampment,,2024/09/16,Referred,32.75559463,-117.1246134,"3248 El Cajon Blvd, San Diego, CA 92104, USA",92104,9,59,Mid-City:Normal Heights,,Web,This report has been referred to Caltrans San Diego at ct.public.information.d11@dot.ca.gov,SS-010035-PV1,SS-010035-PV1,Homeless tent.  Was just cleaned up and it?s back again,43641
-117.2153712,32.75789722,4916972,4914021,,2024/09/05 20:56:00+00,5,Neighborhood Policing,Encampment,,2024/09/10,Closed,32.75789722,-117.2153712,3942 Hancock St,92110,2,14,Midway-Pacific Highway,,Mobile,,SS-012977-PV1,SS-012977-PV1,"This picture is from today, September 5 at 3942 Hancock St. This illegal squatter has been reported repeatedly in the past week and NOTHING has been done!!! I want the DA, the chief of police, and the mayor to answer for this! I?m sure the people at Midway Rising will want this guy and others like him gone from our neighborhood! They are a threat to the safety of the residents of the Orchard senior apartments!",43642
-117.1561165,32.7161131,4916990,4908053,,2024/09/05 21:09:00+00,47,Neighborhood Policing,Encampment,,2024/10/22,Closed,32.7161131,-117.1561165,"1055 Ninth Ave, San Diego, CA 92101, USA",92101,3,4,Downtown,,Web,,,,"Same homeless that are here everyday! Why are these people not arrested ?? If you're not going to arrest them?, at least come twice daily to move them. Noon and late afternoon. We should t even have to do a report...you know they are here! Please remove them!",43643
-117.1579588,32.71357109,4916996,,,2024/09/05 21:13:00+00,4,Neighborhood Policing,Encampment,,2024/09/09,Closed,32.71357109,-117.1579588,719 F St,92101,3,4,Downtown,,Mobile,,SS-010716-PV1,SS-010716-PV1,Homeless encampment,43644
-117.1018777,32.75742957,4917006,4917706,,2024/09/05 21:17:00+00,7,ESD Complaint/Report,Encampment,,2024/09/12,Closed,32.75742957,-117.1018777,4269 Ethelda Pl,,9,58,Mid-City:Kensington-Talmadge,,Mobile,,,,Abandoned shopping cart with trash,43645
