date,description,Camp,geometry
2021-01-12,Tent trailer has been set up for 2 weeks at least.,True,POINT (-117.0389103 32.549964)
2021-01-12,"Illegal encampment, 5th n A St, west corner near 450 B Tower building",True,POINT (-117.160257426 32.7187379590001)
2021-01-12,Homless encampment on the backside of the Villa Montezuma Museum,True,POINT (-117.14601785 32.70823375)
2021-01-12,Encampment behind shopping plaza and preschool. They keep coming back. This is an area where there is drug use.,True,POINT (-117.059516019 32.765432811)
2021-01-12,"There is a small homeless encampment located at the backside of this property. Accessible through the alley, near the apartment building's trash containers, there is a tent and small collection of belongings. There is also an extension cord extending fro",True,POINT (-117.0930836 32.7468242)
2021-01-12,Couch dumped by neighbors leads to instant encampment.  4177 Cherokee.  Someone from there keeps dumping stuff.  Now I can't get into my garage,True,POINT (-117.113733688 32.753171853)
2021-01-12,This individual has ONCE AGAIN set up her encampment in the back of our home.  This morning she was arguing with a man and woke us up. She brings several men and they?re all hanging out.,True,POINT (-117.075506801 32.757972361)
2021-01-12,3 known bike thieves and heroin addicts with stolen goods camping S of the library. That blue bike is worth over $1000,True,POINT (-117.25029667 32.793725)
2021-01-12,Large encampment on two vacant lots. Several people living in cars and RVs. Large amounts of trash is piling up very high fire risk.,True,POINT (-117.054212008 32.719459742)
2021-01-12,"Homeless encampment set up again. Noisy, skateboarding in the street. Residential area.",True,POINT (-117.065010309 32.765188599)
2021-01-12,Beech and Front. Encampment outside of vehicle that was been in lot for several weeks,True,POINT (-117.164299376 32.720615378)
2021-01-12,Large encampment forming at this location and is reoccurring.,True,POINT (-117.250219176 32.74794541)
2021-01-12,Homeless individual laying down in front of condo building access.,True,POINT (-117.1204507 32.76402067)
2021-01-12,New encampment of tweakers who are selling drugs and stealing stuff,True,POINT (-117.138561892 32.712759733)
2021-01-12,"This was reported yesterday and they left for about 3 hours and return with 2 more people.  This is not going to help crime in this neighborhood, already many porch pirates.   Front of my house in clear view for these homeless.  Now part of group young m",True,POINT (-117.064860678 32.7651586320001)
2021-01-12,Encampment is blocking sidewalk,True,POINT (-117.065966804 32.765187428)
2021-01-12,"Encampment for MANY weeks now! Going on 2 months!! He NEEDS to MOVE ALONG!! He continues to not only be an EYE SORE, but continues to make HORRIBLY LOUD SCREAMING every night! He is a homeless druggy that NEEDS to be made to MOVE!!",True,POINT (-116.9952621 32.5663786000001)
2021-01-12,Tent town visible from Nimitz,True,POINT (-117.234885218 32.7481884370001)
2021-01-12,Encampment is getting worse,True,POINT (-117.1399063 32.7556005000001)
2021-01-12,"Encampment, 1 person on bluffs above Nimitz. Been around for a couple weeks since we cleaned up this area",True,POINT (-117.23463024 32.7473403980001)
2021-01-12,Homeless encampment blocking sidewalk in residential area.,True,POINT (-117.162157834 32.7410136340001)
2021-01-12,This is the church of Christian Science. They renewed their Letter of agency today. The encampment people there said it was OK for them to be there but the church did not approve it. They wan the people removed immediately. The encampment keeps growing e,True,POINT (-117.2469205 32.7997873)
2021-01-12,This camp is back,True,POINT (-117.06031117 32.7653166700001)
2021-01-12,"Large number of men camped with piles of garbage, bikes and carts lining sidewalk adjacent to mall. They are here nearly every night and are known to have broken into neighboring apartments on Seventh. They return hours after being asked to move on by Ge",True,POINT (-117.1593213 32.748493)
2020-12-18,Homeless encampment,True,POINT (-117.2474156 32.7914979)
2020-12-30,Homeless encampment fire in sewer pipe at Florida and pershing.  Rp is sdfd,True,POINT (-117.142641954 32.722946956)
2020-12-30,Homeless encampment fire near trees. Rp is sdfd,True,POINT (-117.133919746 32.69211267)
2020-12-18,Large encampment blocking sidewalk access.,True,POINT (-117.156122277 32.7168720770001)
2020-12-30,Homeless encampment fire in canyon near this address. Rp is sdfd,True,POINT (-117.086989805 32.7468993140001)
2020-12-18,Encampment has gotten way out of hand.  A few arent a problem but this looks like a block party.  Not to mention half of them look sick.,True,POINT (-117.156583877 32.714794646)
2020-12-30,Homeless encampment fire nb 805 North of San ysidro blvd.  Rp is sdfd,True,POINT (-117.040482983 32.5518470910001)
2020-12-18,Camping on the beach,True,POINT (-117.252491 32.7533534)
2020-12-30,Homeless encampment fire.  Listed as behind school near park.rp is sdfd,True,POINT (-117.088679932 32.7114556970001)
2020-12-18,Camping on the beach,True,POINT (-117.2523103 32.7528329)
2020-12-30,Homeless encampment fire off Dwight in canyon.  Rp is sdfd,True,POINT (-117.116821334 32.744111516)
2020-12-18,Camping in Veterans Park,True,POINT (-117.252777 32.7489271)
2020-12-30,Homeless encampment fire 8th and b st.  Rp is sdfd,True,POINT (-117.157294527 32.7178036180001)
2020-12-18,This homeless man is harassing customers and yelling and cussing at people that won't give him money at the 7/11 on garnet and Fanuel,True,POINT (-117.245998532 32.798277748)
2020-12-30,Homeless encampment fire under bridge. Rp is sdfd,True,POINT (-117.218849547 32.808169902)
2020-12-30,Homeless encampment fire near brush.rp is sdfd,True,POINT (-117.110013887 32.720027526)
2020-12-18,There?s a homeless encampment of about 20 people. They fight and are violent 24/7. Broken glass and trash everywhere. Drug use and drinking. They harass the building tenants and I am afraid to park by my own house or go out because of this.,True,POINT (-117.1567598 32.7153915000001)
2020-12-30,Active encampment Island Avenue 17th St. to 18th St. on both sides of the bridge,True,POINT (-117.148161165 32.7103814540001)
2020-12-18,"Transient encampment with drugs, glass bottles, trash, etc. Has been here over a week .

Located in veterans park just south of the ocean beach lifeguard tower",True,POINT (-117.252491826 32.748956697)
2020-12-30,Homeless on a car with a lots of debri everywhere. Stuff all over the pavement.,True,POINT (-117.1402854 32.7003899000001)
2020-12-19,3 separate encampments refusing to locate,True,POINT (-117.150383339 32.7105424370001)
2020-12-30,Homeless abatement with Code 303,True,POINT (-117.180979438 32.817141553)
2020-12-19,Camping at beach,True,POINT (-117.248120035 32.7915105430001)
2021-01-04,Encampment at Roosevelt Middle School growing larger,True,POINT (-117.149471135 32.7413442220001)
2020-12-30,Homeless - needs help . Always present. Please offer assistance to help get off street . Across from 4032,True,POINT (-117.1473301 32.7513107)
2020-12-19,"The location is the ""E "" street side of the Salvation Army. This is really a serious problem. These same encampments have been here for over a month. Trash all over the place, people masturbating at night, urinating on the sidewalk, doing drugs loud musi",True,POINT (-117.1578627 32.7144811000001)
2019-04-19,camps and waste on private property,True,POINT (-117.1594709 32.7504068000001)
2020-12-30,"Umbrellas, tents, blankets, shopping carts, strollers.",True,POINT (-117.08625153 32.7488032900001)
2021-01-04,"There's a large encampment on the bike path between third and fourth Avenue next to the MLK promenade. The encampment has been set up here for a several weeks, It is also impeding half of the bike path access causing walkers runners skateboarders cyclist",True,POINT (-117.161718541 32.7079972240001)
2020-12-30,Camping with tents on sidewalk behind electrical boxes.,True,POINT (-117.225397724 32.804085706)
2020-12-19,Active encampment in upper part of slot canyon on north side of Navajo Canyon. Access from Palisades Presbyterian Church,True,POINT (-117.084241273 32.7856139420001)
2019-12-03,There is so much trash in the area under the overpass - lots of abandoned articles from homeless going in and out of the canyon. There's a mattress under the overpass now.,True,POINT (-117.158546845 32.7507081640001)
2020-12-19,Homeless camp.,True,POINT (-117.135924008 32.695565403)
2021-01-04,I am reporting that's been major encampments on 8 ave and Broadway. There is a lot of garbage and belongings. This is been going on for sometime. It needs to be cleared away.,True,POINT (-117.157504515 32.7158938490001)
2020-12-30,Illegal camping along Rose Creek from Garnet Ave to Damon Street.,True,POINT (-117.220854821 32.806820507)
2020-12-30,Rose Creek Bike Path and Mission Bay Drive. Illegal camping under bridge. See entrance on west side of Mission Bay Drive at the Rose Creek Bike Path near the stairs down to the bike path.,True,POINT (-117.219625807 32.8075596050001)
2021-01-04,Homeless encampment identified outside of the fence line of 2665 Christopher Street. Please assess and arrange of dismantling and removal of items./ subjects have returned,True,POINT (-117.220818503 32.8076129500001)
2020-12-30,Homeless People living in a private property,True,POINT (-117.1321904 32.7618538)
2020-02-04,"Large encampment area with a huge amount of trash, debris,tents,tarps, etc.",True,POINT (-117.14600986 32.89570782)
2020-12-30,homeless living in bushes behind Ocean Villa Inn,True,POINT (-117.248912445 32.7540900010001)
2020-12-30,"1530 An encampment on southeast corner of C & 9th Avenue, impeding the sidewalk access. I approached the individual an ABF then asked her to relocate but refused to comply. Then I immediately called the sdpd non-emergency for the event # 46869.",True,POINT (-117.156276451 32.716617855)
2020-03-13,The rain is driving the bums to cover the tents in the building to patch leaks in the squatter building...just up from Columbia and Hawthorne behind the vacant lot and parking spot. Known drug den. Danger to public safety. Thank You.,True,POINT (-117.168655 32.7266583300001)
2020-03-29,5-7 person camp with multiple people coming and going.  Was cleared out a couple of days ago but has returned.,True,POINT (-117.162826796 32.70850426)
